,Govt_ID,Policy_Number,Disease,Disease_Category,Claim_Date
984,YUKYF7979S,O85231,Myocardial Infarction,cardiac,2024-05-22
985,CJPNH0828W,K68933,Angina,cardiac,2021-12-27
986,BKBCT2437H,M57823,Lupus,rare,2023-06-02
987,BKBCT2437H,M57823,Coronary Artery Disease,cardiac,2016-06-05
988,LOVEM9211P,T21459,Viral Fever,acute,2017-12-24
989,RGJRT7964V,K00282,Gallstones,surgical,2017-05-10
990,RGJRT7964V,K00282,Gastroenteritis,acute,2023-08-04
991,RGJRT7964V,K00282,Gastroenteritis,acute,2016-04-27
992,RGJRT7964V,K00282,Lupus,rare,2022-10-18
993,GWNIE1221U,B90444,Angina,cardiac,2021-03-20
994,GWNIE1221U,B90444,Hypertension,chronic,2022-07-14
995,GWNIE1221U,B90444,Viral Fever,acute,2022-08-28
996,GWNIE1221U,B90444,Asthma,chronic,2017-01-30
997,GWNIE1221U,B90444,Chronic Kidney Disease,chronic,2019-09-20
998,VLBTM6137S,R10388,Hypothyroidism,chronic,2023-06-23
999,VLBTM6137S,R10388,Lupus,rare,2024-05-15
1000,EUHAO9986X,U33700,Myocardial Infarction,cardiac,2021-08-24
1001,EUHAO9986X,U33700,Lupus,rare,2019-06-08
1002,EUHAO9986X,U33700,Coronary Artery Disease,cardiac,2024-07-01
1003,HHVBY5001V,B35477,Myocardial Infarction,cardiac,2022-04-01
1004,OVHME5784W,Y04017,Urinary Tract Infection,acute,2016-03-10
1005,OVHME5784W,Y04017,Coronary Artery Disease,cardiac,2020-04-08
1006,OVHME5784W,Y04017,Chronic Kidney Disease,chronic,2020-01-30
1007,ZKJGC7976S,O75847,Appendicitis,surgical,2022-03-25
1008,ZKJGC7976S,O75847,Appendicitis,surgical,2024-05-16
1009,ZKJGC7976S,O75847,ACL Tear,surgical,2023-03-24
1010,ZKJGC7976S,O75847,Pneumonia,acute,2018-07-29
1011,ZKJGC7976S,O75847,Coronary Artery Disease,cardiac,2018-02-06
1012,HFTIV2906Y,Z35972,Autoimmune Disorder,rare,2017-03-30
1013,HFTIV2906Y,Z35972,Angina,cardiac,2021-07-27
1014,QXYHB9568X,V23944,Angina,cardiac,2024-08-18
1015,QXYHB9568X,V23944,Multiple Sclerosis,rare,2018-05-27
1016,QXYHB9568X,V23944,Viral Fever,acute,2022-10-27
1017,KISRA3984S,O03066,Lupus,rare,2024-10-23
1018,KISRA3984S,O03066,Angina,cardiac,2016-08-28
1019,KISRA3984S,O03066,Coronary Artery Disease,cardiac,2016-10-24
1020,KISRA3984S,O03066,Appendicitis,surgical,2020-03-16
1021,KISRA3984S,O03066,Appendicitis,surgical,2016-10-16
1022,KUGLY9228E,M56325,Dengue,acute,2020-11-13
1023,KUGLY9228E,M56325,Angina,cardiac,2016-06-26
1024,KUGLY9228E,M56325,Chronic Kidney Disease,chronic,2020-02-27
1025,KUGLY9228E,M56325,Gastroenteritis,acute,2022-11-24
1026,INLSY1545M,N77440,Diabetes Mellitus,chronic,2024-02-18
1027,INLSY1545M,N77440,Asthma,chronic,2021-04-06
1028,INLSY1545M,N77440,Gallstones,surgical,2021-07-26
1029,MIUTQ5906G,S86276,Asthma,chronic,2016-06-03
1030,MIUTQ5906G,S86276,Gallstones,surgical,2017-08-02
1031,MIUTQ5906G,S86276,Gallstones,surgical,2023-12-17
1032,MIUTQ5906G,S86276,Angina,cardiac,2018-09-22
1033,JCUJV6452O,Y42007,Urinary Tract Infection,acute,2023-06-24
1034,JCUJV6452O,Y42007,Gallstones,surgical,2023-03-10
1035,JCUJV6452O,Y42007,Hernia,surgical,2023-02-10
1036,OEIZS5932X,V60555,Coronary Artery Disease,cardiac,2020-10-04
1037,OEIZS5932X,V60555,Viral Fever,acute,2019-02-08
1038,OEIZS5932X,V60555,Hernia,surgical,2017-11-19
1039,TDAPQ0894O,E70545,Gallstones,surgical,2018-01-07
1040,TDAPQ0894O,E70545,Hypothyroidism,chronic,2023-06-06
1041,TDAPQ0894O,E70545,Angina,cardiac,2020-09-22
1042,WYXRM6830D,W64878,Pneumonia,acute,2023-12-02
1043,WYXRM6830D,W64878,Hypertension,chronic,2019-11-20
1044,WYXRM6830D,W64878,Angina,cardiac,2021-07-02
1045,WYXRM6830D,W64878,Autoimmune Disorder,rare,2018-01-16
1046,VOHPL4441N,M70226,Autoimmune Disorder,rare,2024-09-22
1047,IUJXJ7397D,G35083,Angina,cardiac,2016-08-22
1048,IUJXJ7397D,G35083,Appendicitis,surgical,2021-07-09
1049,IUJXJ7397D,G35083,Coronary Artery Disease,cardiac,2017-08-08
1050,OLNGP6228B,H56543,Lupus,rare,2017-10-03
1051,OLNGP6228B,H56543,Chronic Kidney Disease,chronic,2021-10-17
1052,OLNGP6228B,H56543,Coronary Artery Disease,cardiac,2022-10-27
1053,OLNGP6228B,H56543,Lupus,rare,2023-12-09
1054,OLNGP6228B,H56543,Diabetes Mellitus,chronic,2022-12-23
1055,JEUXR1080L,S25762,Dengue,acute,2024-01-05
1056,JEUXR1080L,S25762,Myocardial Infarction,cardiac,2021-12-28
1057,JEUXR1080L,S25762,Coronary Artery Disease,cardiac,2023-05-10
1058,JEUXR1080L,S25762,Hypothyroidism,chronic,2023-02-21
1059,JGQUI0966I,E91681,Gallstones,surgical,2019-11-14
1060,JGQUI0966I,E91681,Angina,cardiac,2024-11-01
1061,JGQUI0966I,E91681,Viral Fever,acute,2023-06-06
1062,PJPFM7679V,U15678,Multiple Sclerosis,rare,2020-12-04
1063,PJPFM7679V,U15678,Lupus,rare,2022-02-18
1064,PJPFM7679V,U15678,Pneumonia,acute,2017-12-05
1065,VDLTK1272I,E23192,Angina,cardiac,2022-07-15
1066,VDLTK1272I,E23192,Myocardial Infarction,cardiac,2022-11-21
1067,VDLTK1272I,E23192,Hypertension,chronic,2023-04-05
1068,VDLTK1272I,E23192,Multiple Sclerosis,rare,2019-08-28
1069,VDLTK1272I,E23192,Chronic Kidney Disease,chronic,2022-03-14
1070,STLZZ9911M,Z32929,Multiple Sclerosis,rare,2016-08-02
1071,STLZZ9911M,Z32929,Hernia,surgical,2023-12-15
1072,ECGKQ0155V,Q10800,Fracture Femur,surgical,2022-08-13
1073,SWTGC4444C,M05505,Dengue,acute,2016-09-12
1074,SWTGC4444C,M05505,Hernia,surgical,2019-12-14
1075,SWTGC4444C,M05505,Myocardial Infarction,cardiac,2022-03-28
1076,PYLCC2595B,H77815,Myocardial Infarction,cardiac,2018-06-23
1077,PYLCC2595B,H77815,Angina,cardiac,2017-04-06
1078,PYLCC2595B,H77815,Viral Fever,acute,2019-10-27
1079,PYLCC2595B,H77815,Autoimmune Disorder,rare,2018-01-12
1080,PYLCC2595B,H77815,Multiple Sclerosis,rare,2017-07-25
1081,YMESR6977O,M11759,ACL Tear,surgical,2018-09-05
1082,YMESR6977O,M11759,Myocardial Infarction,cardiac,2020-11-15
1083,YMESR6977O,M11759,Diabetes Mellitus,chronic,2022-08-27
1084,YMESR6977O,M11759,Angina,cardiac,2018-10-03
1085,YMESR6977O,M11759,Diabetes Mellitus,chronic,2024-04-24
1086,IEMRN1693M,T82638,Dengue,acute,2018-08-30
1087,IEMRN1693M,T82638,Pneumonia,acute,2019-11-26
1088,IEMRN1693M,T82638,Angina,cardiac,2021-09-22
1089,IEMRN1693M,T82638,Gastroenteritis,acute,2022-02-26
1090,IEMRN1693M,T82638,Viral Fever,acute,2021-05-30
1091,KHAPP9774U,Q96209,Hypothyroidism,chronic,2022-09-23
1092,KHAPP9774U,Q96209,Gastroenteritis,acute,2018-04-11
1093,LGMUA4724I,O98816,Chronic Kidney Disease,chronic,2018-03-01
1094,LGMUA4724I,O98816,Myocardial Infarction,cardiac,2021-11-16
1095,LGMUA4724I,O98816,Autoimmune Disorder,rare,2018-01-21
1096,LGMUA4724I,O98816,Viral Fever,acute,2018-02-25
1097,WFNAO2702L,Z16679,Multiple Sclerosis,rare,2020-10-26
1098,WFNAO2702L,Z16679,Diabetes Mellitus,chronic,2018-01-01
1099,WFNAO2702L,Z16679,Pneumonia,acute,2024-10-01
1100,WFNAO2702L,Z16679,Pneumonia,acute,2017-04-03
1101,YLDSH7720R,T97309,Asthma,chronic,2020-04-06
1102,YLDSH7720R,T97309,Urinary Tract Infection,acute,2017-12-12
1103,YLDSH7720R,T97309,Coronary Artery Disease,cardiac,2023-07-27
1104,YLDSH7720R,T97309,Chronic Kidney Disease,chronic,2023-02-08
1105,YLDSH7720R,T97309,Coronary Artery Disease,cardiac,2022-01-23
1106,EEDQI0469D,C79910,Coronary Artery Disease,cardiac,2024-01-17
1107,EEDQI0469D,C79910,Gastroenteritis,acute,2016-03-26
1108,EEDQI0469D,C79910,Autoimmune Disorder,rare,2016-02-11
1109,EEDQI0469D,C79910,Multiple Sclerosis,rare,2020-05-15
1110,EEDQI0469D,C79910,Angina,cardiac,2023-01-21
1111,VUITT9005K,K49679,Fracture Femur,surgical,2024-05-14
1112,VUITT9005K,K49679,Autoimmune Disorder,rare,2019-04-04
1113,EJUCY2736X,C83925,Dengue,acute,2017-07-14
1114,EJUCY2736X,C83925,Angina,cardiac,2020-03-19
1115,YDNLA0142Q,Q77755,Autoimmune Disorder,rare,2017-08-14
1116,YDNLA0142Q,Q77755,Angina,cardiac,2020-10-03
1117,YDNLA0142Q,Q77755,Hernia,surgical,2020-09-28
1118,XOHXD0095K,B34987,Hernia,surgical,2023-05-08
1119,XOHXD0095K,B34987,Angina,cardiac,2022-08-24
1120,XOHXD0095K,B34987,Gastroenteritis,acute,2017-07-09
1121,LAMMV0108R,U45920,Hypothyroidism,chronic,2024-10-15
1122,LAMMV0108R,U45920,Hernia,surgical,2017-04-18
1123,LAMMV0108R,U45920,Diabetes Mellitus,chronic,2019-12-21
1124,LAMMV0108R,U45920,Angina,cardiac,2020-12-01
1125,XHQHE6094E,I50494,Urinary Tract Infection,acute,2023-01-01
1126,XHQHE6094E,I50494,Gastroenteritis,acute,2019-05-14
1127,XHQHE6094E,I50494,Fracture Femur,surgical,2016-05-31
1128,XHQHE6094E,I50494,ACL Tear,surgical,2022-09-06
1129,NFYOZ6109P,Y79567,Lupus,rare,2020-02-03
1130,NFYOZ6109P,Y79567,Viral Fever,acute,2017-05-05
1131,NFYOZ6109P,Y79567,Dengue,acute,2022-03-22
1132,NFYOZ6109P,Y79567,Chronic Kidney Disease,chronic,2022-12-20
1133,NHXZB7791Z,R24228,Asthma,chronic,2022-08-26
1134,NHXZB7791Z,R24228,Viral Fever,acute,2016-09-14
1135,NHXZB7791Z,R24228,Myocardial Infarction,cardiac,2022-08-31
1136,NHXZB7791Z,R24228,Multiple Sclerosis,rare,2020-09-02
1137,KKFBS9099Y,W95513,Gallstones,surgical,2023-12-10
1138,KKFBS9099Y,W95513,Diabetes Mellitus,chronic,2024-01-21
1139,KKFBS9099Y,W95513,Gallstones,surgical,2021-09-23
1140,KKFBS9099Y,W95513,Multiple Sclerosis,rare,2016-10-09
1141,KKFBS9099Y,W95513,Multiple Sclerosis,rare,2023-10-10
1142,QIVCE7578V,S36730,Myocardial Infarction,cardiac,2023-04-05
1143,QIVCE7578V,S36730,Fracture Femur,surgical,2023-01-09
1144,QIVCE7578V,S36730,Gallstones,surgical,2023-06-14
1145,VZDBC6337Z,K88459,Multiple Sclerosis,rare,2016-01-21
1146,VZDBC6337Z,K88459,Hypertension,chronic,2017-11-17
1147,VZDBC6337Z,K88459,Viral Fever,acute,2022-09-10
1148,VZDBC6337Z,K88459,Viral Fever,acute,2017-09-22
1149,VZDBC6337Z,K88459,Hypertension,chronic,2018-12-11
1150,CWYKA8420B,Z81759,ACL Tear,surgical,2018-04-11
1151,CWYKA8420B,Z81759,Gastroenteritis,acute,2022-04-10
1152,CWYKA8420B,Z81759,Dengue,acute,2017-01-25
1153,VHWRP3177Q,O53393,Gallstones,surgical,2024-07-11
1154,VHWRP3177Q,O53393,Fracture Femur,surgical,2021-08-31
1155,XJEAI2163G,Z62585,Lupus,rare,2019-10-06
1156,XJEAI2163G,Z62585,Pneumonia,acute,2021-08-18
1157,WFFQQ4493C,U80195,Multiple Sclerosis,rare,2017-08-21
1158,WFFQQ4493C,U80195,Pneumonia,acute,2023-05-20
1159,MVHSV5695D,B12573,Pneumonia,acute,2017-02-20
1160,MVHSV5695D,B12573,Chronic Kidney Disease,chronic,2016-05-19
1161,MVHSV5695D,B12573,Asthma,chronic,2019-08-05
1162,MVHSV5695D,B12573,Autoimmune Disorder,rare,2021-09-20
1163,MVHSV5695D,B12573,Autoimmune Disorder,rare,2017-07-01
1164,XWOMM7828G,R51276,Coronary Artery Disease,cardiac,2024-11-09
1165,XWOMM7828G,R51276,Hypothyroidism,chronic,2018-10-24
1166,XWOMM7828G,R51276,Multiple Sclerosis,rare,2023-07-02
1167,XWOMM7828G,R51276,Gallstones,surgical,2024-11-21
1168,XWOMM7828G,R51276,Gallstones,surgical,2023-04-21
1169,MOCQS7716N,Q80890,Fracture Femur,surgical,2016-09-13
1170,MOCQS7716N,Q80890,Myocardial Infarction,cardiac,2021-04-30
1171,MOCQS7716N,Q80890,Hypertension,chronic,2022-02-12
1172,MOCQS7716N,Q80890,Chronic Kidney Disease,chronic,2022-10-13
1173,MOCQS7716N,Q80890,Autoimmune Disorder,rare,2017-10-06
1174,OXUBT5390V,O30346,Autoimmune Disorder,rare,2017-06-19
1175,OXUBT5390V,O30346,Dengue,acute,2024-09-05
1176,OXUBT5390V,O30346,Lupus,rare,2022-11-15
1177,OXUBT5390V,O30346,Urinary Tract Infection,acute,2020-06-09
1178,OXUBT5390V,O30346,Lupus,rare,2024-04-28
1179,NOWAC8308B,V34741,Gallstones,surgical,2024-09-29
1180,NOWAC8308B,V34741,Fracture Femur,surgical,2024-09-06
1181,NOWAC8308B,V34741,Gastroenteritis,acute,2017-01-19
1182,NOWAC8308B,V34741,Pneumonia,acute,2020-06-14
1183,PLOFQ2360I,U85296,Angina,cardiac,2017-12-22
1184,PLOFQ2360I,U85296,Fracture Femur,surgical,2022-11-01
1185,PLOFQ2360I,U85296,Coronary Artery Disease,cardiac,2018-04-21
1186,PLOFQ2360I,U85296,Dengue,acute,2021-09-23
1187,LFBMW1372T,D16511,Multiple Sclerosis,rare,2023-06-09
1188,LFBMW1372T,D16511,Angina,cardiac,2022-02-06
1189,LFBMW1372T,D16511,Autoimmune Disorder,rare,2024-12-13
1190,LFBMW1372T,D16511,Pneumonia,acute,2016-10-06
1191,LFBMW1372T,D16511,Chronic Kidney Disease,chronic,2017-08-08
1192,EAOOH7879D,G17112,Chronic Kidney Disease,chronic,2020-01-08
1193,EAOOH7879D,G17112,Viral Fever,acute,2024-02-25
1194,EAOOH7879D,G17112,Fracture Femur,surgical,2019-07-21
1195,EAOOH7879D,G17112,Hernia,surgical,2022-05-18
1196,WGFPH2194F,S96010,Gallstones,surgical,2020-11-13
1197,WGFPH2194F,S96010,Viral Fever,acute,2024-05-31
1198,SPOQT7560O,S65583,Angina,cardiac,2024-11-23
1199,SPOQT7560O,S65583,Diabetes Mellitus,chronic,2019-04-19
1200,JWBXW8817E,H16818,Multiple Sclerosis,rare,2023-11-05
1201,FPKVO1744K,Q37887,ACL Tear,surgical,2017-05-18
1202,ZJFFX5189E,Y15129,Appendicitis,surgical,2022-05-27
1203,ZJFFX5189E,Y15129,Dengue,acute,2023-12-11
1204,ZJFFX5189E,Y15129,Chronic Kidney Disease,chronic,2021-08-21
1205,ZJFFX5189E,Y15129,Pneumonia,acute,2024-06-03
1206,ZJFFX5189E,Y15129,Angina,cardiac,2022-12-31
1207,ZWUJL9093L,J37971,Fracture Femur,surgical,2019-01-19
1208,ZWUJL9093L,J37971,Autoimmune Disorder,rare,2024-03-28
1209,ZWUJL9093L,J37971,Myocardial Infarction,cardiac,2023-07-31
1210,XHFDW7849T,S19316,Myocardial Infarction,cardiac,2021-10-19
1211,XHFDW7849T,S19316,Hernia,surgical,2020-06-30
1212,SDMMN9779R,A57085,Gastroenteritis,acute,2024-12-01
1213,SDMMN9779R,A57085,Autoimmune Disorder,rare,2018-06-02
1214,SDMMN9779R,A57085,Myocardial Infarction,cardiac,2021-12-04
1215,SDMMN9779R,A57085,Diabetes Mellitus,chronic,2019-07-07
1216,UUGSG7533L,Y40455,Urinary Tract Infection,acute,2021-08-04
1217,UUGSG7533L,Y40455,Coronary Artery Disease,cardiac,2024-05-29
1218,UUGSG7533L,Y40455,Hypothyroidism,chronic,2022-03-31
1219,HPYKY5383J,Y74219,Lupus,rare,2020-05-04
1220,UYCWS1627M,A66378,Autoimmune Disorder,rare,2017-09-17
1221,UYCWS1627M,A66378,Dengue,acute,2020-12-20
1222,UYCWS1627M,A66378,Viral Fever,acute,2024-08-16
1223,UYCWS1627M,A66378,Viral Fever,acute,2019-02-13
1224,UYCWS1627M,A66378,Pneumonia,acute,2023-01-27
1225,KIDPC9753P,G88246,Myocardial Infarction,cardiac,2019-03-27
1226,KIDPC9753P,G88246,Coronary Artery Disease,cardiac,2023-10-28
1227,UFENA4318C,N53641,Autoimmune Disorder,rare,2019-07-28
1228,LFGLL7577M,K35961,Asthma,chronic,2017-09-19
1229,LFGLL7577M,K35961,Coronary Artery Disease,cardiac,2021-08-26
1230,LFGLL7577M,K35961,Angina,cardiac,2020-02-06
1231,LFGLL7577M,K35961,Autoimmune Disorder,rare,2023-03-24
1232,LFGLL7577M,K35961,Asthma,chronic,2019-03-08
1233,TATRJ7656W,Q82404,Urinary Tract Infection,acute,2022-02-07
1234,TATRJ7656W,Q82404,Autoimmune Disorder,rare,2019-04-27
1235,TATRJ7656W,Q82404,Hernia,surgical,2022-01-30
1236,TATRJ7656W,Q82404,Autoimmune Disorder,rare,2019-07-06
1237,TATRJ7656W,Q82404,Lupus,rare,2020-07-12
1238,BEJYF0238O,S75179,Multiple Sclerosis,rare,2024-07-29
1239,OGKZR7004G,M89960,Fracture Femur,surgical,2023-06-19
1240,OGKZR7004G,M89960,ACL Tear,surgical,2020-11-21
1241,OGKZR7004G,M89960,Hypothyroidism,chronic,2023-07-11
1242,OGKZR7004G,M89960,Angina,cardiac,2020-12-14
1243,ICUAG4127F,U00761,Lupus,rare,2021-04-28
1244,ICUAG4127F,U00761,Angina,cardiac,2023-06-09
1245,TIFER4226T,Q11742,Gallstones,surgical,2018-11-27
1246,TIFER4226T,Q11742,Fracture Femur,surgical,2018-07-01
1247,TIFER4226T,Q11742,Myocardial Infarction,cardiac,2016-11-16
1248,TIFER4226T,Q11742,Chronic Kidney Disease,chronic,2016-05-25
1249,TIFER4226T,Q11742,Autoimmune Disorder,rare,2021-12-19
1250,GTYPE9771P,H85541,Myocardial Infarction,cardiac,2018-10-25
1251,ADGWV7656P,H40900,Myocardial Infarction,cardiac,2017-11-29
1252,ADGWV7656P,H40900,Lupus,rare,2023-04-24
1253,ADGWV7656P,H40900,ACL Tear,surgical,2018-05-25
1254,ADGWV7656P,H40900,Angina,cardiac,2021-07-15
1255,ADGWV7656P,H40900,Appendicitis,surgical,2020-07-07
1256,DJRLO5987E,C24526,Coronary Artery Disease,cardiac,2017-08-04
1257,DJRLO5987E,C24526,Hernia,surgical,2016-04-19
1258,DJRLO5987E,C24526,Multiple Sclerosis,rare,2022-11-07
1259,XYNVA6235C,C40063,Gastroenteritis,acute,2019-11-19
1260,XYNVA6235C,C40063,Hernia,surgical,2024-09-09
1261,MQNXW7611V,E13267,Lupus,rare,2016-01-13
1262,MQNXW7611V,E13267,Autoimmune Disorder,rare,2023-09-23
1263,MQNXW7611V,E13267,Hernia,surgical,2021-12-03
1264,MQNXW7611V,E13267,Chronic Kidney Disease,chronic,2024-07-22
1265,MQNXW7611V,E13267,Asthma,chronic,2018-10-06
1266,VSNTS5941F,F34754,ACL Tear,surgical,2019-11-11
1267,VSNTS5941F,F34754,Multiple Sclerosis,rare,2024-04-12
1268,VSNTS5941F,F34754,Lupus,rare,2021-02-14
1269,YTCDV4433D,I50076,Coronary Artery Disease,cardiac,2017-02-14
1270,YTCDV4433D,I50076,Fracture Femur,surgical,2017-07-01
1271,YTCDV4433D,I50076,Angina,cardiac,2019-04-04
1272,YTCDV4433D,I50076,Dengue,acute,2016-06-18
1273,YTCDV4433D,I50076,ACL Tear,surgical,2019-09-28
1274,GNVAJ2909T,K05763,Diabetes Mellitus,chronic,2024-03-16
1275,GNVAJ2909T,K05763,Lupus,rare,2018-07-28
1276,QFWOG2111Q,O34306,Multiple Sclerosis,rare,2019-01-11
1277,QFWOG2111Q,O34306,Asthma,chronic,2020-05-23
1278,QFWOG2111Q,O34306,Autoimmune Disorder,rare,2017-03-17
1279,XNTXS2703P,X65766,Lupus,rare,2023-07-17
1280,XNTXS2703P,X65766,Hypothyroidism,chronic,2019-04-03
1281,XNTXS2703P,X65766,Asthma,chronic,2019-12-03
1282,XNTXS2703P,X65766,Hypothyroidism,chronic,2024-06-28
1283,XNTXS2703P,X65766,Coronary Artery Disease,cardiac,2016-09-08
1284,QQLLV1432Q,H51221,Lupus,rare,2023-06-30
1285,QQLLV1432Q,H51221,Viral Fever,acute,2022-09-30
1286,DLWGK8912X,P28243,Gallstones,surgical,2022-06-17
1287,DLWGK8912X,P28243,Dengue,acute,2020-10-10
1288,DLWGK8912X,P28243,ACL Tear,surgical,2016-07-24
1289,DEGYQ1201A,V53394,Diabetes Mellitus,chronic,2019-02-22
1290,DEGYQ1201A,V53394,Multiple Sclerosis,rare,2023-03-25
1291,RTFDT1682Z,S38910,Appendicitis,surgical,2022-11-15
1292,EGUXK3125M,T41273,Appendicitis,surgical,2020-09-01
1293,OZLXA1810O,U03956,Diabetes Mellitus,chronic,2022-08-21
1294,OZLXA1810O,U03956,Hypothyroidism,chronic,2021-07-17
1295,OZLXA1810O,U03956,ACL Tear,surgical,2021-12-22
1296,OZLXA1810O,U03956,Hypothyroidism,chronic,2018-04-17
1297,OZLXA1810O,U03956,Asthma,chronic,2024-04-15
1298,AYEWD6681G,Z16518,Diabetes Mellitus,chronic,2023-08-06
1299,EVHGE0472A,Y20826,Myocardial Infarction,cardiac,2024-07-19
1300,EVHGE0472A,Y20826,Autoimmune Disorder,rare,2022-04-30
1301,EVHGE0472A,Y20826,Chronic Kidney Disease,chronic,2023-03-20
1302,EVHGE0472A,Y20826,Angina,cardiac,2021-07-17
1303,BUOIH4503Q,W01715,Autoimmune Disorder,rare,2016-05-15
1304,IPJML6649Q,T12052,ACL Tear,surgical,2021-04-21
1305,IPJML6649Q,T12052,Fracture Femur,surgical,2024-01-17
1306,IPJML6649Q,T12052,Dengue,acute,2024-02-28
1307,IPJML6649Q,T12052,Multiple Sclerosis,rare,2019-10-27
1308,QBQJF5461I,M90386,Gallstones,surgical,2022-07-15
1309,QBQJF5461I,M90386,Autoimmune Disorder,rare,2020-10-31
1310,QBQJF5461I,M90386,Angina,cardiac,2017-03-29
1311,QBQJF5461I,M90386,Viral Fever,acute,2023-02-25
1312,ZLHLK8539J,B47032,ACL Tear,surgical,2022-07-24
1313,ZLHLK8539J,B47032,Asthma,chronic,2018-02-27
1314,ZLHLK8539J,B47032,Multiple Sclerosis,rare,2017-12-19
1315,ZLHLK8539J,B47032,Dengue,acute,2023-02-07
1316,ZPQWN4988V,J78336,Coronary Artery Disease,cardiac,2019-11-27
1317,ZPQWN4988V,J78336,Coronary Artery Disease,cardiac,2016-12-30
1318,ACUYJ4090S,O45184,Coronary Artery Disease,cardiac,2023-08-04
1319,ACUYJ4090S,O45184,Urinary Tract Infection,acute,2019-05-26
1320,ACUYJ4090S,O45184,Coronary Artery Disease,cardiac,2019-04-27
1321,ACUYJ4090S,O45184,Multiple Sclerosis,rare,2021-09-29
1322,ACUYJ4090S,O45184,Myocardial Infarction,cardiac,2023-03-20
1323,HDUJO8028U,F12898,Angina,cardiac,2017-01-10
1324,HDUJO8028U,F12898,Pneumonia,acute,2022-02-26
1325,HDUJO8028U,F12898,Lupus,rare,2019-05-28
1326,HDUJO8028U,F12898,Coronary Artery Disease,cardiac,2016-06-15
1327,ILIFI8535M,D47474,Angina,cardiac,2017-02-02
1328,TJZHH6292K,Y94647,ACL Tear,surgical,2016-02-17
1329,TJZHH6292K,Y94647,Appendicitis,surgical,2017-08-23
1330,TJZHH6292K,Y94647,Diabetes Mellitus,chronic,2016-02-29
1331,TJZHH6292K,Y94647,Pneumonia,acute,2022-03-24
1332,TJZHH6292K,Y94647,Asthma,chronic,2023-01-17
1333,SLZBF8224L,Q39819,Myocardial Infarction,cardiac,2023-05-21
1334,SLZBF8224L,Q39819,Chronic Kidney Disease,chronic,2021-11-20
1335,SLZBF8224L,Q39819,Gastroenteritis,acute,2020-11-24
1336,SLZBF8224L,Q39819,Myocardial Infarction,cardiac,2016-05-10
1337,PEQDP8602L,O32954,Urinary Tract Infection,acute,2023-11-06
1338,PEQDP8602L,O32954,Chronic Kidney Disease,chronic,2017-07-13
1339,PEQDP8602L,O32954,Pneumonia,acute,2019-04-08
1340,RGCCA8196Q,S58644,Asthma,chronic,2017-06-22
1341,RGCCA8196Q,S58644,Gastroenteritis,acute,2018-03-03
1342,RGCCA8196Q,S58644,Coronary Artery Disease,cardiac,2017-12-12
1343,RGCCA8196Q,S58644,Diabetes Mellitus,chronic,2018-05-18
1344,RGCCA8196Q,S58644,Asthma,chronic,2016-01-14
1345,EPNJX5804T,K05111,Appendicitis,surgical,2016-06-19
1346,EPNJX5804T,K05111,Diabetes Mellitus,chronic,2017-09-02
1347,EPNJX5804T,K05111,Gallstones,surgical,2024-11-30
1348,EPNJX5804T,K05111,Hypertension,chronic,2016-02-21
1349,NFODQ8450B,U69853,Pneumonia,acute,2018-09-01
1350,NFODQ8450B,U69853,Hypothyroidism,chronic,2024-02-01
1351,NFODQ8450B,U69853,Hypothyroidism,chronic,2017-08-04
1352,JJSMW1635N,W69482,Hernia,surgical,2022-12-09
1353,UTQWZ4416E,U95346,Diabetes Mellitus,chronic,2020-05-06
1354,UTQWZ4416E,U95346,Gallstones,surgical,2020-02-08
1355,UTQWZ4416E,U95346,Autoimmune Disorder,rare,2020-10-11
1356,UTQWZ4416E,U95346,Pneumonia,acute,2021-06-01
1357,UTQWZ4416E,U95346,Diabetes Mellitus,chronic,2022-09-13
1358,XVUYP9672K,F18855,Hernia,surgical,2024-04-17
1359,XVUYP9672K,F18855,Coronary Artery Disease,cardiac,2016-10-22
1360,ABWEU5619B,R31831,Coronary Artery Disease,cardiac,2023-01-08
1361,ABWEU5619B,R31831,ACL Tear,surgical,2018-09-07
1362,ABWEU5619B,R31831,Gallstones,surgical,2017-03-10
1363,ABWEU5619B,R31831,Viral Fever,acute,2023-07-12
1364,ABWEU5619B,R31831,Hypertension,chronic,2020-11-02
1365,NQQFP0583H,L93960,Fracture Femur,surgical,2024-08-17
1366,NQQFP0583H,L93960,Angina,cardiac,2018-04-23
1367,NQQFP0583H,L93960,Asthma,chronic,2016-05-07
1368,NQQFP0583H,L93960,Autoimmune Disorder,rare,2021-05-26
1369,NQQFP0583H,L93960,Multiple Sclerosis,rare,2019-12-29
1370,MYONR7757J,N30322,Lupus,rare,2017-07-01
1371,MYONR7757J,N30322,Myocardial Infarction,cardiac,2023-05-27
1372,MYONR7757J,N30322,Myocardial Infarction,cardiac,2021-05-01
1373,MYONR7757J,N30322,Hernia,surgical,2016-09-05
1374,MYONR7757J,N30322,Chronic Kidney Disease,chronic,2017-11-08
1375,JVTSO0121S,S77978,Coronary Artery Disease,cardiac,2016-09-24
1376,MBQHN1394M,M50993,Autoimmune Disorder,rare,2018-07-02
1377,MBQHN1394M,M50993,Myocardial Infarction,cardiac,2021-10-22
1378,MBQHN1394M,M50993,Diabetes Mellitus,chronic,2024-10-20
1379,MBQHN1394M,M50993,Fracture Femur,surgical,2017-12-24
1380,QYMAI8319B,F08381,Multiple Sclerosis,rare,2023-02-23
